Zone,Wildlife,Pollution,Safety,Population,Volunteers
"Erie County, PA, USA",149,11739,22.12002303,10452065,2090
"Pinellas County, FL, USA",129,8431,24.95218856,9904308,1980
"King County, WA, USA",17,1866,15.82816796,2726805,545
"Carteret County, NC, USA",21,12248,17.53586313,1244281,248
"Whitman County, WA, USA",123,8392,16.96387624,1727027,345
"San Diego County, CA, USA",39,4760,3.673851188,7853477,1570
"Palm Beach County, FL, USA",52,8360,1.729147103,8732606,1746
"Brevard County, FL, USA",84,10725,17.16111415,10924815,2184
"San Diego County, CA, USA",107,9825,4.143708148,7853477,1570
"Palm Beach County, FL, USA",53,152,1.108200876,8732606,1746
"Washtenaw County, MI, USA",149,9093,12.41005264,10018632,2003
"Suffolk County, NY, USA",40,10185,20.04923723,9280308,1856
"Philadelphia County, Philadelphia, PA, USA",20,1005,14.4084184,5766945,1153
"Broward County, FL, USA",41,10339,5.440208623,2737526,547
"King County, WA, USA",30,8181,16.99149377,2726805,545
"Palm Beach County, FL, USA",97,5822,17.62701119,8732606,1746
"Virginia Beach, VA, USA",71,2708,18.28145371,8317810,1663
"Palm Beach County, FL, USA",103,9412,16.35604987,8732606,1746
"San Diego County, CA, USA",104,3842,10.63652254,7853477,1570
"Miami-Dade County, FL, USA",110,8615,3.264486638,4518308,903
"Oceana County, MI, USA",52,6816,13.02993183,1785800,357
"Onslow County, NC, USA",84,9135,7.409081752,9053570,1810
"Pinellas County, FL, USA",91,3520,12.81806948,9904308,1980
"Venango County, PA, USA",93,8751,19.81953265,10093887,2018
"Erie County, PA, USA",130,5451,13.45688391,10452065,2090
"Pinellas County, FL, USA",115,1258,7.499340996,9904308,1980
"Palm Beach County, FL, USA",13,3544,11.79271588,8732606,1746
"Los Angeles County, CA, USA",32,2180,18.34424477,1214104,242
"El Paso County, CO, USA",65,7925,0.085325914,3180546,636
"Racine County, WI, USA",87,132,23.034146,9608780,1921
"Orange County, CA, USA",143,1329,13.7220773,6304735,1260
"San Diego County, CA, USA",83,4801,18.3588328,7853477,1570
"Douglas County, NE, USA",133,10885,3.230411789,10514390,2102
"Miami-Dade County, FL, USA",40,3671,10.22424266,4518308,903
"San Francisco County, CA, USA",147,329,23.85022898,1677439,335
"Beaufort County, SC, USA",26,11380,10.27861141,5743868,1148
"Volusia County, FL, USA",25,1881,2.080882014,10409900,2081
"St Lucie County, FL, USA",40,10172,19.99413968,7424019,1484
"Palm Beach County, FL, USA",5,5913,23.41393108,8732606,1746
"Volusia County, FL, USA",23,182,21.96868431,10409900,2081
"Suffolk County, NY, USA",43,6824,16.67247932,9280308,1856
"Pinellas County, FL, USA",71,2180,18.0022373,9904308,1980
"Miami-Dade County, FL, USA",86,3940,16.88109254,4518308,903
"Grays Harbor County, WA, USA",20,8686,15.20303554,12029490,2405
"Knox County, ME, USA",81,10808,11.83400648,9282054,1856
"Palm Beach County, FL, USA",113,808,12.40855747,8732606,1746
"Tillamook County, OR, USA",144,5789,9.973097357,10894630,2178
"Forsyth County, GA, USA",63,5281,3.484580157,10855039,2171
"Los Angeles County, CA, USA",97,11999,18.65134022,1214104,242
"Miami-Dade County, FL, USA",83,5307,17.40409842,4518308,903
"San Mateo County, CA, USA",127,10636,10.11588969,7237370,1447
"Pinellas County, FL, USA",17,3181,21.85195321,9904308,1980
"Southampton County, VA, USA",40,9353,2.483984502,2624021,524
"Broward County, FL, USA",61,3727,20.16044357,2737526,547
"San Francisco County, CA, USA",23,1128,9.28103527,1677439,335
"Los Angeles County, CA, USA",119,6712,4.917535048,1214104,242
"Colleton County, SC, USA",83,2814,12.35506488,6327439,1265
"San Luis Obispo County, CA, USA",19,7066,16.28495749,9389152,1877
"Kings County, Brooklyn, NY, USA",149,1927,12.25029405,4380429,876
"Whatcom County, WA, USA",99,11075,23.23622482,5568965,1113
"San Diego County, CA, USA",140,1012,3.033799034,7853477,1570
"Suffolk County, NY, USA",12,2155,3.463613583,9280308,1856
"Volusia County, FL, USA",123,331,13.4521743,10409900,2081
"Humboldt County, CA, USA",121,29,1.519210169,9769130,1953
"Multnomah County, OR, USA",82,668,2.864241162,8946529,1789
"San Diego County, CA, USA",16,6346,2.660569725,7853477,1570
"Leelanau County, MI, USA",6,7890,6.874436154,9538233,1907
"Pinellas County, FL, USA",105,11747,22.4692459,9904308,1980
"Palm Beach County, FL, USA",80,44,24.41471996,8732606,1746
"Broward County, FL, USA",22,6290,16.49597955,2737526,547
"Douglas County, NE, USA",81,7406,10.31855957,10514390,2102
"Charleston County, SC, USA",127,11500,7.370280399,4774582,954
"Washington County, OR, USA",41,7313,2.178592956,4672539,934
"Miami-Dade County, FL, USA",142,11655,6.146505002,4518308,903
"El Paso County, CO, USA",137,1524,21.68434137,3180546,636
"Cumberland County, ME, USA",108,10425,8.507827433,9265149,1853
"Pinellas County, FL, USA",48,10323,17.57299887,9904308,1980
"Palm Beach County, FL, USA",25,1172,24.30446173,8732606,1746
"San Diego County, CA, USA",109,11921,9.598517381,7853477,1570
"Washington County, RI, USA",88,11012,4.576184462,5048667,1009
"Benzie County, MI, USA",88,9958,14.47108769,644048,128
"Palm Beach County, FL, USA",64,935,2.288845854,8732606,1746
"Washington County, RI, USA",7,4693,2.946979409,5048667,1009
"King County, WA, USA",92,998,13.89600455,2726805,545
"Los Angeles County, CA, USA",127,11019,17.60176591,1214104,242
"Monterey County, CA, USA",71,2230,4.088447535,5092501,1018
"Los Angeles County, CA, USA",146,7097,23.77660943,1214104,242
"Palm Beach County, FL, USA",97,11210,10.35343493,8732606,1746
"Los Angeles County, CA, USA",58,9796,21.0768813,1214104,242
"Miami-Dade County, FL, USA",99,64,5.824595496,4518308,903
"Miami-Dade County, FL, USA",21,1875,2.714927511,4518308,903
"Milwaukee County, WI, USA",110,9312,13.05710627,1417906,283
"Volusia County, FL, USA",46,1801,19.77802776,10409900,2081
"Volusia County, FL, USA",122,5073,15.06349647,10409900,2081
"Palm Beach County, FL, USA",41,4949,6.806358761,8732606,1746
"Pitt County, NC, USA",53,4667,1.243723944,1472574,294
"Orange County, CA, USA",42,851,11.21877445,6304735,1260
"Maui County, HI, USA",133,5672,7.646089032,5575846,1115
"Wakulla County, FL, USA",70,588,20.79532918,7236658,1447
"Palm Beach County, FL, USA",94,6217,6.368019162,8732606,1746
"San Diego County, CA, USA",38,1120,11.92344431,7853477,1570
"St Johns County, FL, USA",120,6506,2.466159977,9244498,1848
"Harford County, MD, USA",143,401,1.216066453,6888852,1377
"Onslow County, NC, USA",144,12285,15.91106182,9053570,1810
"Brevard County, FL, USA",84,7196,23.47868957,10924815,2184
"Los Angeles County, CA, USA",105,4511,3.064939239,1214104,242
"San Diego County, CA, USA",83,7169,18.92214168,7853477,1570
"Santa Cruz County, CA, USA",40,5584,17.63419624,9311168,1862
"Barnstable County, MA, USA",130,2575,17.40974019,478154,95
"Virginia Beach, VA, USA",50,9125,8.112868439,8317810,1663
"Nueces County, TX, USA",20,4651,1.282884055,2494422,498
"Cook County, IL, USA",39,12045,24.74041032,9067522,1813
"St Johns County, FL, USA",26,9421,8.197255312,9244498,1848
"San Diego County, CA, USA",93,2608,15.39557143,7853477,1570
"King County, WA, USA",147,9846,0.369507739,2726805,545
"Leelanau County, MI, USA",125,8254,4.865306136,9538233,1907
"Miami-Dade County, FL, USA",119,372,7.198142629,4518308,903
"San Diego County, CA, USA",75,2393,13.34683151,7853477,1570
"Virginia Beach, VA, USA",43,779,6.02828775,8317810,1663
"Beaufort County, SC, USA",41,5021,17.65686795,5743868,1148
"Cuyahoga County, OH, USA",97,9780,18.50548732,11208521,2241
"Pueblo County, CO, USA",90,9458,20.44006453,5077414,1015
"Palm Beach County, FL, USA",145,11010,12.63254114,8732606,1746
"Miami-Dade County, FL, USA",78,9859,2.528031798,4518308,903
"Virginia Beach, VA, USA",66,10474,23.42682929,8317810,1663
"Hillsborough County, FL, USA",122,10739,7.266835465,2408043,481
"Pinellas County, FL, USA",137,10018,5.322679111,9904308,1980
"Palm Beach County, FL, USA",126,6491,21.36970174,8732606,1746
"Pinellas County, FL, USA",82,1408,2.731869987,9904308,1980
"Waldo County, ME, USA",26,1019,16.09974498,12055956,2411
"Lincoln County, OR, USA",57,11070,18.94543813,3663964,732
"Dare County, NC, USA",11,9510,14.817865,467379,93
"Benzie County, MI, USA",41,5551,15.4251765,644048,128
"Volusia County, FL, USA",51,6696,10.85038188,10409900,2081
"Bronx County, NY, USA",108,3217,5.865185807,9097502,1819
"Suffolk County, NY, USA",17,5285,11.09274371,9280308,1856
"Douglas County, NE, USA",142,5046,13.37280376,10514390,2102
"Tarrant County, TX, USA",41,11102,15.11225059,1532759,306
"Volusia County, FL, USA",111,4512,13.85330239,10409900,2081
"Palm Beach County, FL, USA",129,10600,22.23283069,8732606,1746
"Broward County, FL, USA",124,8230,0.428300104,2737526,547
"Hillsborough County, FL, USA",50,8659,3.710659726,2408043,481
"Sarasota County, FL, USA",120,2882,15.93533988,12128650,2425
"Bristol County, RI, USA",75,3442,8.45006922,3843893,768
"Virginia Beach, VA, USA",11,12015,0.01576139,8317810,1663
"Maui County, HI, USA",101,5711,17.33578177,5575846,1115
"Kings County, Brooklyn, NY, USA",134,1429,7.574243461,4380429,876
"Duval County, FL, USA",33,10440,6.856931649,295351,59
"San Juan County, WA, USA",31,8592,22.98477525,8900034,1780
"Lancaster County, VA, USA",127,2283,12.82224683,1443625,288
"Alameda County, CA, USA",72,1811,20.56457863,11589551,2317
"Los Angeles County, CA, USA",7,8402,25.00737237,1214104,242
"Santa Barbara County, CA, USA",113,4055,11.48848997,7045521,1409
"Hillsborough County, FL, USA",11,10189,11.7458766,2408043,481
"Sarpy County, NE, USA",9,3724,5.566347305,5580498,1116
"Waukesha County, WI, USA",35,2420,6.751772464,6847589,1369
"King County, WA, USA",124,4867,15.6067515,2726805,545
"Washington County, OR, USA",61,3512,8.164836095,4672539,934
"Pinellas County, FL, USA",125,11794,2.967337079,9904308,1980
"Prince Edward County, VA, USA",36,7525,24.08325184,2348711,469
"Palm Beach County, FL, USA",105,3631,16.13025318,8732606,1746
"Washington County, WI, USA",30,388,22.37135843,10645870,2129
"St Johns County, FL, USA",145,7294,16.3926935,9244498,1848
"Cuyahoga County, OH, USA",143,6663,1.424786724,11208521,2241
"Cumberland County, PA, USA",33,11517,7.386083128,2067544,413
"Newport News, VA, USA",15,1581,12.29025714,4511247,902
"Pinellas County, FL, USA",138,6411,18.71068164,9904308,1980
"Palm Beach County, FL, USA",25,12218,15.33197627,8732606,1746
"Broward County, FL, USA",115,1497,16.62833703,2737526,547
"San Mateo County, CA, USA",75,5275,10.87059658,7237370,1447
"Ventura County, CA, USA",102,7829,6.040756146,11216018,2243
"Indian River County, FL, USA",149,10302,9.286848236,4124460,824
"Alameda County, CA, USA",144,7590,17.80516895,11589551,2317
"Miami-Dade County, FL, USA",107,3022,13.55071087,4518308,903
"San Luis Obispo County, CA, USA",135,10052,14.13891312,9389152,1877
"Palm Beach County, FL, USA",73,11226,1.429998557,8732606,1746
"Brevard County, FL, USA",65,11874,12.75057915,10924815,2184
"Pinellas County, FL, USA",26,11278,12.72777248,9904308,1980
"Miami-Dade County, FL, USA",74,3622,0.17856035,4518308,903
"Palm Beach County, FL, USA",106,4053,9.061627925,8732606,1746
"Kent County, RI, USA",66,4434,17.95704289,3765194,753
"Miami-Dade County, FL, USA",56,9873,12.83044807,4518308,903
"Palm Beach County, FL, USA",36,8055,8.389912152,8732606,1746
"Westmoreland County, VA, USA",69,9254,12.34774625,9893446,1978
"Pinellas County, FL, USA",124,11113,8.857072215,9904308,1980
"Pinellas County, FL, USA",103,7045,17.08517621,9904308,1980
"Palm Beach County, FL, USA",101,7865,17.01686964,8732606,1746
"Pinellas County, FL, USA",73,11749,4.98187884,9904308,1980
"Pinellas County, FL, USA",59,12035,1.153121512,9904308,1980
"Miami-Dade County, FL, USA",102,9879,18.77383893,4518308,903
"Cobb County, GA, USA",145,6978,19.86657973,2972370,594
"Palm Beach County, FL, USA",9,2246,15.27502507,8732606,1746
"Palm Beach County, FL, USA",107,7664,4.47253369,8732606,1746
"Santa Barbara County, CA, USA",123,10309,19.32509317,7045521,1409
"Colleton County, SC, USA",47,8749,7.962518396,6327439,1265
"Orleans Parish, New Orleans, LA, USA",131,2149,11.5595466,6046016,1209
"Cook County, IL, USA",32,6438,5.79967964,9067522,1813
"Cook County, IL, USA",132,3470,18.21205285,9067522,1813
"King County, WA, USA",64,7417,23.77206829,2726805,545
"Hunterdon County, NJ, USA",143,8485,4.331927648,713136,142
"Ventura County, CA, USA",71,10559,24.27063238,11216018,2243
"St Johns County, FL, USA",146,5191,5.177727338,9244498,1848
"Brevard County, FL, USA",78,8058,12.13959679,10924815,2184
"Maricopa County, AZ, USA",17,9122,13.15602982,12259990,2451
"Newport News, VA, USA",138,10756,10.26293496,4511247,902
"Manitowoc County, WI, USA",83,6245,1.182011059,11041113,2208
"Miami-Dade County, FL, USA",129,6292,14.8601598,4518308,903
"Los Angeles County, CA, USA",76,10185,1.87865347,1214104,242
"Maui County, HI, USA",59,9394,13.31280275,5575846,1115
"Ottawa County, MI, USA",59,6672,22.07058867,1587852,317
"San Diego County, CA, USA",117,6496,24.13014328,7853477,1570
"Miami-Dade County, FL, USA",30,5979,8.266181346,4518308,903
"Sussex County, DE, USA",96,12050,2.845971322,2084925,416
"Boulder County, CO, USA",105,7476,11.53134433,11977115,2395
"Monmouth County, NJ, USA",147,11286,1.648452938,10682732,2136
"Miami-Dade County, FL, USA",41,8132,0.449868029,4518308,903
"Humboldt County, CA, USA",56,2357,2.137247118,9769130,1953
"Lincoln County, OR, USA",28,8453,15.98307242,3663964,732
"King County, WA, USA",85,11170,23.82205849,2726805,545
"Leelanau County, MI, USA",30,4708,24.25011595,9538233,1907
"Palm Beach County, FL, USA",20,1324,12.34009846,8732606,1746
"Washington, DC, USA",75,5017,3.565375173,8678626,1735
"Cook County, IL, USA",79,1853,9.419693374,9067522,1813
"Palm Beach County, FL, USA",138,1537,8.219266338,8732606,1746
"Pinellas County, FL, USA",93,4206,24.96060199,9904308,1980
"San Bernardino County, CA, USA",71,1056,10.2599551,6407434,1281
"Alpena County, MI, USA",64,11239,4.554957065,8017616,1603
"Muskegon County, MI, USA",94,1638,2.19389541,12176411,2435
"Sarasota County, FL, USA",121,1481,23.92541191,12128650,2425
"Pinellas County, FL, USA",71,1835,13.27615971,9904308,1980
"Douglas County, NE, USA",81,11211,14.29468042,10514390,2102
"Los Angeles County, CA, USA",130,11760,22.03509069,1214104,242
"Santa Clara County, CA, USA",37,5081,19.31973881,5755731,1151
"Miami-Dade County, FL, USA",98,4181,5.909342564,4518308,903
"Brazoria County, TX, USA",89,290,12.18256117,10194627,2038
"San Diego County, CA, USA",52,1254,20.82942594,7853477,1570
"Ocean County, NJ, USA",75,3504,9.127002994,5594505,1118
"Monterey County, CA, USA",122,8903,18.15931202,5092501,1018
"Multnomah County, OR, USA",72,11119,12.29840718,8946529,1789
"Miami-Dade County, FL, USA",114,4162,16.08024083,4518308,903
"Volusia County, FL, USA",146,2496,6.29537674,10409900,2081
"Volusia County, FL, USA",64,5341,7.302412609,10409900,2081
"Brevard County, FL, USA",143,8704,6.5514615,10924815,2184
"Los Angeles County, CA, USA",62,1570,9.278822749,1214104,242
"Arlington County, Arlington, VA, USA",45,8705,22.14771496,4092437,818
"Los Angeles County, CA, USA",42,12075,3.477740389,1214104,242
"San Francisco County, CA, USA",135,9392,2.574617831,1677439,335
"Kenai Peninsula Borough, AK, USA",12,11275,11.66580227,2153951,430
"Brevard County, FL, USA",16,10043,0.450173951,10924815,2184
"Indian River County, FL, USA",118,1781,17.98743115,4124460,824
"Monterey County, CA, USA",7,704,20.13426708,5092501,1018
"Hillsborough County, FL, USA",150,7450,3.750535183,2408043,481
"Yolo County, CA, USA",29,12034,9.341075776,4270464,854
"Santa Barbara County, CA, USA",2,9482,23.71129791,7045521,1409
"Multnomah County, OR, USA",150,10187,3.168781057,8946529,1789
"Cook County, IL, USA",66,10943,5.549431937,9067522,1813
"Pinellas County, FL, USA",80,4897,13.0352464,9904308,1980
"Marin County, CA, USA",3,10324,23.68653535,2222618,444
"New Hanover County, NC, USA",83,9474,23.36897879,2281116,456
"Ottawa County, MI, USA",28,7680,22.0142922,1587852,317
"Alameda County, CA, USA",62,82,3.216440241,11589551,2317
"Volusia County, FL, USA",56,10583,1.038932471,10409900,2081
"Leelanau County, MI, USA",102,8184,7.747775298,9538233,1907
"Volusia County, FL, USA",33,126,6.125702876,10409900,2081
"San Diego County, CA, USA",44,2406,17.47925139,7853477,1570
"San Diego County, CA, USA",113,10853,0.469774656,7853477,1570
"Los Angeles County, CA, USA",79,7049,22.43136731,1214104,242
"Chatham County, GA, USA",74,1223,16.04811213,8833865,1766
"Starr County, TX, USA",142,6925,11.31700847,11049312,2209
"Brevard County, FL, USA",115,86,5.043486485,10924815,2184
"Pinellas County, FL, USA",6,11524,14.55655343,9904308,1980
"Walton County, FL, USA",75,9535,14.57619221,10587059,2117
"Pinellas County, FL, USA",36,8467,10.55565505,9904308,1980
"Pinellas County, FL, USA",117,4245,17.39811677,9904308,1980
"Charleston County, SC, USA",49,7586,3.9903429,4774582,954
"San Diego County, CA, USA",127,9742,21.9275431,7853477,1570
"Maui County, HI, USA",6,2077,3.132864805,5575846,1115
"Miami-Dade County, FL, USA",27,2984,5.87539881,4518308,903
"Volusia County, FL, USA",78,1852,15.69971494,10409900,2081
"El Paso County, CO, USA",17,7860,22.13805649,3180546,636
"Midland County, TX, USA",22,8303,3.911971879,9523312,1904
"San Diego County, CA, USA",17,11132,23.23779551,7853477,1570
"Lake County, IL, USA",114,3822,5.286522352,7648079,1529
"Fairfield County, CT, USA",85,10010,10.10774814,598941,119
"Palm Beach County, FL, USA",25,7677,22.21068719,8732606,1746
"Los Angeles County, CA, USA",69,10878,3.328541068,1214104,242
"Los Angeles County, CA, USA",149,3334,20.93818363,1214104,242
